Period,Org,Org Country,Via,Dst,Dst Country,Mkt Car,Stops,Seats,Miles,Blktm,Departures,Seats_total,Remove,ASMs
2015,MZT,MX,YVR,YYC,CA,WG,1,189,1974,437,9,1701,,3357774
2015,MZT,MX,"",YYC,CA,WS,0,151,1974,282,51,7716,,15231384
2015,MZT,MX,"",YYZ,CA,WG,0,189,2072,265,21,3969,,8223768
2015,PVR,MX,"",YEG,CA,TS,0,276,2296,309,42,11607,,26649672
2015,PVR,MX,YYC,YEG,CA,TS,1,126,2296,400,5,630,,1446480
2015,PVR,MX,"",YEG,CA,WG,0,189,2296,322,38,7182,,16489872
2015,PVR,MX,YYC,YEG,CA,WG,1,189,2296,410,22,4158,,9546768
2015,PVR,MX,"",YEG,CA,WS,0,160,2296,313,137,21872,,50218112
2015,PVR,MX,"",YLW,CA,TS,0,126,2164,310,1,126,,272664
2015,PVR,MX,"",YLW,CA,WS,0,136,2164,307,27,3672,,7946208
2015,PVR,MX,"",YOW,CA,WG,0,189,2389,285,1,189,,451521
2015,PVR,MX,"",YQB,CA,TS,0,244,2616,305,14,3420,,8946720
2015,PVR,MX,"",YQQ,CA,WS,0,136,2275,323,27,3672,,8353800
2015,PVR,MX,"",YQR,CA,TS,0,239,2054,275,11,2628,,5397912
2015,PVR,MX,"",YQR,CA,WG,0,189,2054,292,21,3969,,8152326
2015,PVR,MX,YXE,YQR,CA,WG,1,189,2054,424,16,3024,,6211296
2015,PVR,MX,"",YQR,CA,WS,0,136,2054,283,27,3672,,7542288
2015,PVR,MX,"",YUL,CA,TS,0,255,2472,300,75,19095,,47202840
2015,PVR,MX,ZIH,YUL,CA,TS,1,345,2472,445,2,690,,1705680
2015,PVR,MX,"",YUL,CA,WG,0,189,2472,303,12,2268,,5606496
2015,PVR,MX,"",YVR,CA,AC,0,120,2203,312,43,5164,,11376292
2015,PVR,MX,"",YVR,CA,TS,0,265,2203,305,55,14581,,32121943
2015,PVR,MX,YYC,YVR,CA,TS,1,268,2203,435,3,805,,1773415
2015,PVR,MX,"",YVR,CA,WG,0,189,2203,310,81,15309,,33725727
2015,PVR,MX,"",YVR,CA,WS,0,137,2203,315,217,29632,,65279296
2015,PVR,MX,"",YWG,CA,TS,0,190,2066,276,31,5901,,12191466
2015,PVR,MX,"",YWG,CA,WG,0,189,2066,294,37,6993,,14447538
2015,PVR,MX,"",YWG,CA,WS,0,136,2066,280,74,10094,,20854204
2015,PVR,MX,"",YXE,CA,TS,0,234,2176,275,13,3048,,6632448
2015,PVR,MX,"",YXE,CA,WG,0,189,2176,308,32,6048,,13160448
2015,PVR,MX,YQR,YXE,CA,WG,1,189,2176,415,11,2079,,4523904
2015,PVR,MX,"",YXE,CA,WS,0,136,2176,300,26,3536,,7694336
2015,PVR,MX,"",YXS,CA,WS,0,136,2469,346,27,3672,,9066168
2015,PVR,MX,"",YXX,CA,WS,0,136,2173,312,27,3672,,7979256
2015,PVR,MX,"",YYC,CA,AC,0,128,2154,294,58,7406,,15952524
2015,PVR,MX,"",YYC,CA,TS,0,228,2154,286,53,12085,,26031090
2015,PVR,MX,"",YYC,CA,WG,0,189,2154,301,50,9450,,20355300
2015,PVR,MX,YVR,YYC,CA,WG,1,189,2154,460,3,567,,1221318
2015,PVR,MX,"",YYC,CA,WS,0,148,2154,303,338,49988,,107674152
2015,PVR,MX,"",YYJ,CA,TS,0,126,2177,310,1,126,,274302
2015,PVR,MX,"",YYJ,CA,WS,0,136,2177,311,27,3672,,7993944
2015,PVR,MX,"",YYZ,CA,AC,0,127,2165,280,135,17162,,37155730
2015,PVR,MX,"",YYZ,CA,TS,0,199,2165,265,44,8760,,18965400
2015,PVR,MX,"",YYZ,CA,WG,0,189,2165,277,74,13986,,30279690
2015,PVR,MX,"",YYZ,CA,WS,0,144,2165,285,58,8338,,18051770
2015,SJD,MX,YYC,YEG,CA,TS,1,129,2091,390,7,902,,1886082
2015,SJD,MX,PHX,YEG,CA,US,1,150,2091,432,6,900,,1881900
2015,SJD,MX,"",YEG,CA,WG,0,189,2091,293,26,4914,,10275174
2015,SJD,MX,YQR,YEG,CA,WG,1,189,2091,390,39,7371,,15412761
2015,SJD,MX,"",YEG,CA,WS,0,163,2091,295,30,4890,,10224990
2015,SJD,MX,"",YLW,CA,WS,0,136,1922,275,27,3672,,7057584
2015,SJD,MX,"",YQR,CA,WG,0,189,1902,269,16,3024,,5751648
2015,SJD,MX,"",YUL,CA,WG,0,189,2532,305,11,2079,,5264028
2015,SJD,MX,"",YVR,CA,AC,0,97,1941,281,16,1552,,3012432
2015,SJD,MX,"",YVR,CA,WG,0,189,1941,280,58,10962,,21277242
2015,SJD,MX,YYJ,YVR,CA,WG,1,189,1941,371,21,3969,,7703829
2015,SJD,MX,"",YVR,CA,WS,0,156,1941,279,111,17286,,33552126
2015,SJD,MX,"",YWG,CA,WG,0,189,1966,270,9,1701,,3344166
2015,SJD,MX,"",YWG,CA,WS,0,136,1966,265,20,2720,,5347520
2015,SJD,MX,"",YXE,CA,WG,0,189,2010,281,5,945,,1899450
2015,SJD,MX,YYC,YXE,CA,WG,1,189,2010,439,10,1890,,3798900
2015,SJD,MX,"",YYC,CA,AC,0,111,1943,277,29,3219,,6254517
2015,SJD,MX,"",YYC,CA,TS,0,129,1943,285,7,902,,1752586
2015,SJD,MX,"",YYC,CA,WG,0,189,1943,274,42,7938,,15423534
2015,SJD,MX,YVR,YYC,CA,WG,1,189,1943,416,10,1890,,3672270
2015,SJD,MX,"",YYC,CA,WS,0,151,1943,273,285,42990,,83529570
2015,SJD,MX,"",YYJ,CA,WG,0,189,1912,284,21,3969,,7588728
2015,SJD,MX,"",YYZ,CA,AC,0,120,2218,275,18,2160,,4790880
2015,SJD,MX,"",YYZ,CA,TS,0,189,2218,290,7,1323,,2934414
2015,SJD,MX,"",YYZ,CA,WG,0,189,2218,277,80,15120,,33536160
2015,SJD,MX,"",YYZ,CA,WS,0,136,2218,307,2,272,,603296
2015,ZIH,MX,"",YEG,CA,WG,0,189,2550,357,5,945,,2409750
2015,ZIH,MX,YQR,YEG,CA,WG,1,189,2550,461,10,1890,,4819500
2015,ZIH,MX,"",YLW,CA,WG,0,189,2445,345,10,1890,,4621050
2015,ZIH,MX,"",YQR,CA,WG,0,189,2273,314,12,2268,,5155164
2015,ZIH,MX,"",YUL,CA,AC,0,120,2497,315,16,1920,,4794240
2015,ZIH,MX,"",YVR,CA,AC,0,120,2495,348,16,1920,,4790400
2015,ZIH,MX,"",YVR,CA,WG,0,189,2495,340,1,189,,471555
2015,ZIH,MX,YLW,YVR,CA,WG,1,189,2495,468,14,2646,,6601770
2015,ZIH,MX,"",YWG,CA,WG,0,189,2242,279,7,1323,,2966166
2015,ZIH,MX,"",YXE,CA,WG,0,189,2404,334,12,2268,,5452272
2015,ZIH,MX,"",YYC,CA,AC,0,120,2414,337,15,1800,,4345200
2015,ZIH,MX,"",YYC,CA,WG,0,189,2414,345,2,378,,912492
2015,ZIH,MX,YXE,YYC,CA,WG,1,189,2414,465,10,1890,,4562460
2015,ZIH,MX,"",YYC,CA,WS,0,160,2414,339,74,11864,,28639696
2015,ZIH,MX,"",YYZ,CA,AC,0,120,2204,281,17,2040,,4496160
2015,ZIH,MX,"",YYZ,CA,WG,0,189,2204,272,11,2079,,4582116
2015,ZLO,MX,"",YEG,CA,WG,0,189,2408,349,14,2646,,6371568
2015,ZLO,MX,"",YVR,CA,WG,0,189,2318,338,12,2268,,5257224
2015,ZLO,MX,YYC,YVR,CA,WG,1,189,2318,460,2,378,,876204
2015,ZLO,MX,"",YYC,CA,WG,0,189,2267,315,2,378,,856926
2015,ZLO,MX,YVR,YYC,CA,WG,1,189,2267,482,12,2268,,5141556
2015,ZLO,MX,"",YYC,CA,WS,0,163,2267,313,47,7652,,17347084
2015,ZLO,MX,"",YYZ,CA,WG,0,189,2224,274,9,1701,,3783024
2015,CUN,MX,"",SCL,CL,LA,0,244,3904,468,72,17548,,68507392
2015,MEX,MX,"",SCL,CL,AM,0,238,4096,486,261,62235,,254914560
2015,MEX,MX,"",SCL,CL,LA,0,217,4096,505,369,79974,,327573504
2015,MEX,MX,TIJ,PVG,CN,AM,1,268,8011,1175,141,37788,,302719668
2015,TIJ,MX,"",PVG,CN,AM,0,268,6596,851,133,35644,,235107824
2015,CUN,MX,"",BOG,CO,AV,0,145,1414,203,731,106358,,150390212
2015,CUN,MX,"",BOG,CO,CM,0,94,1414,207,365,34310,,48514340
2015,CUN,MX,"",BOG,CO,LA,0,156,1414,215,364,56760,,80258640
2015,MEX,MX,"",BOG,CO,4O,0,150,1962,269,730,109500,,214839000
2015,MEX,MX,"",BOG,CO,AM,0,152,1962,287,730,111104,,217986048
2015,MEX,MX,"",BOG,CO,AV,0,164,1962,268,1097,179566,,352308492
2015,MEX,MX,"",BOG,CO,CM,0,124,1962,284,365,45260,,88800120
2015,MEX,MX,BOG,CLO,CO,AV,1,212,1883,464,363,76984,,144960872
2015,MEX,MX,"",MDE,CO,AM,0,126,1833,261,266,33438,,61291854
2015,CUN,MX,SAL,SJO,CR,AV,1,135,783,289,366,49512,,38767896
2015,CUN,MX,"",SJO,CR,Y4,0,174,783,140,33,5742,,4495986
2015,GDL,MX,"",SJO,CR,Y4,0,174,1463,210,33,5742,,8400546
2015,MEX,MX,"",SJO,CR,4O,0,117,1187,168,534,62316,,73969092
2015,MEX,MX,"",SJO,CR,AM,0,144,1187,184,773,111188,,131980156
2015,MEX,MX,"",SJO,CR,AV,0,120,1187,180,31,3720,,4415640
2015,CUN,MX,"",HAV,CU,4O,0,98,316,70,165,16170,,5109720
2015,CUN,MX,"",HAV,CU,AM,0,165,316,75,246,40477,,12790732
2015,CUN,MX,"",HAV,CU,CU,0,177,316,78,373,66126,,20895816
2015,CUN,MX,"",VRA,CU,TB,0,250,374,63,25,6257,,2340118
2015,MEX,MX,"",HAV,CU,4O,0,150,1099,158,575,86250,,94788750
2015,MEX,MX,"",HAV,CU,AM,0,158,1099,170,513,80806,,88805794
2015,MEX,MX,"",HAV,CU,CU,0,179,1099,150,331,59102,,64953098
2015,MEX,MX,"",VRA,CU,4O,0,98,1161,150,21,2058,,2389338
2015,MID,MX,"",HAV,CU,CRN,0,68,485,114,76,5168,,2506480
2015,MTY,MX,"",HAV,CU,4O,0,98,1128,170,42,4116,,4642848
2015,CUN,MX,"",DUS,DE,AB,0,303,5243,583,104,31512,,165217416
2015,CUN,MX,"",FRA,DE,DE,0,270,5344,621,278,75060,,401120640
2015,CUN,MX,"",FRA,DE,LH,0,221,5344,615,7,1547,,8267168
2015,CUN,MX,"",HAM,DE,X3,0,230,5325,610,2,460,,2449500
2015,CUN,MX,"",MUC,DE,AB,0,303,5519,609,26,7878,,43478682
2015,CUN,MX,"",MUC,DE,DE,0,270,5519,633,48,12960,,71526240
2015,MEX,MX,"",FRA,DE,LH,0,362,5932,652,360,130320,,773058240
2015,MEX,MX,ATL,MUC,DE,DL,1,131,6114,963,357,46730,,285707220
2015,MEX,MX,"",MUC,DE,LH,0,293,6114,683,248,72664,,444267696
2015,MEX,MX,"",UIO,EC,AM,0,146,1941,277,365,53441,,103728981
2015,CUN,MX,"",MAD,ES,E9,0,268,4943,595,110,29480,,145719640
2015,CUN,MX,"",MAD,ES,EB,0,413,4943,568,100,41290,,204096470
2015,CUN,MX,"",MAD,ES,IB,0,268,4943,550,9,2412,,11922516
2015,CUN,MX,"",MAD,ES,UX,0,268,4943,586,194,52054,,257302922
2015,GDL,MX,ATL,MAD,ES,DL,1,150,5790,1065,34,5100,,29529000
2015,MEX,MX,"",MAD,ES,AM,0,263,5630,655,452,118706,,668314780
2015,MEX,MX,"",MAD,ES,IB,0,358,5630,630,699,250232,,1408806160
2015,CUN,MX,"",CDG,FR,AF,0,303,5103,562,108,32724,,166990572
2015,CUN,MX,"",CDG,FR,SE,0,364,5103,571,151,54964,,280481292
2015,MEX,MX,"",CDG,FR,AF,0,432,5712,627,353,152496,,871057152
2015,MEX,MX,"",CDG,FR,AM,0,250,5712,649,365,91250,,521220000
2015,CUN,MX,"",GLA,GB,MT,0,267,4732,555,5,1335,,6317220
2015,CUN,MX,"",GLA,GB,TCX,0,273,4732,575,9,2459,,11635988
2015,CUN,MX,"",LGW,GB,BA,0,297,4954,554,156,46332,,229528728
2015,CUN,MX,"",LGW,GB,MT,0,267,4954,555,11,2937,,14549898
2015,CUN,MX,"",LGW,GB,TCX,0,313,4954,586,81,25313,,125400602
2015,CUN,MX,"",LGW,GB,VS,0,455,4954,548,134,60970,,302045380
2015,CUN,MX,"",MAN,GB,MT,0,267,4841,550,10,2670,,12925470
2015,CUN,MX,"",MAN,GB,TCX,0,318,4841,571,99,31521,,152593161
2015,CUN,MX,"",STN,GB,TCX,0,321,4961,590,5,1605,,7962405
2015,MEX,MX,"",LHR,GB,AM,0,250,5530,647,225,56250,,311062500
2015,MEX,MX,"",LHR,GB,BA,0,299,5530,618,310,92690,,512575700
2015,CUN,MX,DFW,GUA,GT,AA,1,150,505,475,6,900,,454500
2015,CUN,MX,BZE,GUA,GT,MY,1,8,505,184,75,600,,303000
2015,CUN,MX,"",GUA,GT,Y4,0,155,505,90,58,8962,,4525810
2015,GDL,MX,"",GUA,GT,Y4,0,155,935,141,57,8818,,8244830
2015,MEX,MX,"",GUA,GT,4O,0,133,656,110,543,72194,,47359264
2015,MEX,MX,"",GUA,GT,AM,0,99,656,122,1182,117018,,76763808
2015,MEX,MX,"",SAP,HN,AM,0,77,784,141,365,27970,,21928480
2015,CUN,MX,"",FCO,IT,BV,0,210,5702,637,50,10500,,59871000
2015,CUN,MX,MXP,FCO,IT,BV,1,210,5702,760,2,420,,2394840
2015,CUN,MX,"",FCO,IT,NO,0,210,5702,684,20,4200,,23948400
2015,CUN,MX,"",MXP,IT,BV,0,210,5446,625,63,13230,,72050580
2015,CUN,MX,HAV,MXP,IT,BV,1,210,5446,782,3,630,,3430980
2015,CUN,MX,"",MXP,IT,I9,0,242,5446,625,3,726,,3953796
2015,CUN,MX,"",MXP,IT,NO,0,210,5446,634,33,6930,,37740780
2015,CUN,MX,FCO,MXP,IT,NO,1,210,5446,805,7,1470,,8005620
2015,CUN,MX,"",VRN,IT,BV,0,210,5551,640,2,420,,2331420
2015,CUN,MX,FCO,VRN,IT,NO,1,210,5551,832,13,2730,,15154230
2015,MID,MX,"",FCO,IT,BV,0,210,5839,675,1,210,,1226190
2015,MID,MX,CUN,MXP,IT,BV,1,210,5578,801,45,9450,,52712100
2015,BJX,MX,LAX,NRT,JP,DL,1,160,6804,1036,183,29280,,199221120
2015,MEX,MX,MTY,NRT,JP,AM,1,250,6990,1018,209,52250,,365227500
2015,MTY,MX,"",NRT,JP,AM,0,250,6636,842,208,52000,,345072000
2015,ACA,MX,ZIH,GDL,MX,LCT,1,50,348,134,91,4550,,1583400
2015,ACA,MX,"",MEX,MX,4O,0,132,190,65,594,78492,,14913480
2015,ACA,MX,"",MEX,MX,AM,0,88,190,75,2154,190207,,36139330
2015,ACA,MX,"",MEX,MX,VW,0,48,190,74,914,43872,,8335680
2015,ACA,MX,"",MEX,MX,Y4,0,174,190,65,121,21030,,3995700
2015,ACA,MX,"",MTY,MX,VB,0,152,623,114,134,20344,,12674312
2015,ACA,MX,"",MTY,MX,Y4,0,144,623,115,103,14812,,9227876
2015,ACA,MX,"",QRO,MX,LCT,0,50,268,68,97,4850,,1299800
2015,ACA,MX,"",TIJ,MX,4O,0,98,1530,210,50,4900,,7497000
2015,ACA,MX,"",TIJ,MX,Y4,0,145,1530,222,196,28464,,43549920
2015,ACA,MX,"",TLC,MX,4O,0,118,178,51,539,63742,,11346076
2015,ACA,MX,"",TLC,MX,Y4,0,174,178,57,6,1044,,185832
2015,ACA,MX,"",ZIH,MX,LCT,0,50,126,47,97,4850,,611100
2015,AGU,MX,"",CUN,MX,Y4,0,145,994,146,124,17962,,17854228
2015,AGU,MX,"",MEX,MX,4O,0,98,262,62,593,58218,,15253116
2015,AGU,MX,"",MEX,MX,AM,0,85,262,75,2028,172903,,45300586
2015,AGU,MX,"",MTY,MX,AM,0,50,313,80,569,28502,,8921126
2015,AGU,MX,"",PVR,MX,LCT,0,50,201,60,150,7500,,1507500
2015,AGU,MX,"",TIJ,MX,4O,0,150,1168,176,170,25500,,29784000
2015,AGU,MX,"",TIJ,MX,Y4,0,145,1168,179,350,50910,,59462880
2015,BJX,MX,"",CJS,MX,VB,0,152,796,125,96,14560,,11589760
2015,BJX,MX,"",CUN,MX,Y4,0,146,940,141,187,27318,,25678920
2015,BJX,MX,"",MEX,MX,4O,0,98,188,52,608,59584,,11201792
2015,BJX,MX,"",MEX,MX,AM,0,92,188,69,2182,200203,,37638164
2015,BJX,MX,"",MTY,MX,4O,0,98,341,71,580,56840,,19382440
2015,BJX,MX,"",MTY,MX,AM,0,50,341,78,1334,66726,,22753566
2015,BJX,MX,"",MTY,MX,VB,0,154,341,75,250,38472,,13118952
2015,BJX,MX,"",PVR,MX,4O,0,100,245,60,120,11968,,2932160
2015,BJX,MX,"",TIJ,MX,4O,0,150,1242,188,235,35250,,43780500
2015,BJX,MX,"",TIJ,MX,AM,0,99,1242,193,183,18117,,22501314
2015,BJX,MX,"",TIJ,MX,Y4,0,146,1242,189,869,126476,,157083192
2015,CEN,MX,"",GDL,MX,AM,0,50,627,112,262,13100,,8213700
2015,CEN,MX,"",GDL,MX,Y4,0,174,627,102,102,17700,,11097900
2015,CEN,MX,"",MEX,MX,4O,0,136,874,131,215,29338,,25641412
2015,CEN,MX,"",MEX,MX,AM,0,88,874,143,676,59565,,52059810
2015,CEN,MX,"",TIJ,MX,AM,0,99,556,120,2,198,,110088
2015,CEN,MX,"",TIJ,MX,Y4,0,145,556,104,115,16640,,9251840
2015,CJS,MX,"",BJX,MX,VB,0,152,796,124,96,14560,,11589760
2015,CJS,MX,"",CUN,MX,Y4,0,169,1410,206,25,4236,,5972760
2015,CJS,MX,"",CUU,MX,AM,0,50,204,58,365,18250,,3723000
2015,CJS,MX,CUU,GDL,MX,AM,1,50,791,192,365,18250,,14435750
2015,CJS,MX,"",GDL,MX,VB,0,151,791,130,369,55732,,44084012
2015,CJS,MX,"",GDL,MX,Y4,0,159,791,125,169,26936,,21306376
2015,CJS,MX,"",HMO,MX,VB,0,148,326,70,40,5920,,1929920
2015,CJS,MX,"",MEX,MX,4O,0,150,958,146,652,97800,,93692400
2015,CJS,MX,"",MEX,MX,AM,0,107,958,159,1098,117421,,112489318
2015,CJS,MX,"",MEX,MX,VB,0,166,958,145,256,42372,,40592376
2015,CJS,MX,"",MEX,MX,Y4,0,174,958,145,76,13224,,12668592
2015,CJS,MX,"",MTY,MX,4O,0,98,557,100,49,4802,,2674714
2015,CJS,MX,"",MTY,MX,AM,0,52,557,101,714,36896,,20551072
2015,CJS,MX,"",MTY,MX,VB,0,155,557,93,273,42292,,23556644
2015,CJS,MX,"",TIJ,MX,AM,0,50,620,122,365,18250,,11315000
2015,CJS,MX,"",TIJ,MX,Y4,0,147,620,119,119,17446,,10816520
2015,CLQ,MX,"",MEX,MX,VW,0,48,293,94,1353,64944,,19028592
2015,CLQ,MX,"",TIJ,MX,Y4,0,144,1235,188,251,36124,,44613140
2015,CME,MX,VER,GDL,MX,VW,1,48,759,236,214,10272,,7796448
2015,CME,MX,"",MEX,MX,4O,0,150,477,96,773,115950,,55308150
2015,CME,MX,"",MEX,MX,AM,0,96,477,110,1308,125521,,59873517
2015,CME,MX,VER,MEX,MX,VW,1,48,477,200,10,480,,228960
2015,CME,MX,"",MTY,MX,4O,0,98,722,118,164,16072,,11603984
2015,CME,MX,"",VER,MX,VW,0,48,288,83,225,10800,,3110400
2015,CPE,MX,"",MEX,MX,4O,0,98,557,102,416,40768,,22707776
2015,CPE,MX,"",MEX,MX,AM,0,73,557,123,1082,79463,,44260891
2015,CTM,MX,"",MEX,MX,4O,0,150,704,121,649,97350,,68534400
2015,CTM,MX,"",MEX,MX,Y4,0,174,704,132,34,5916,,4164864
2015,CUL,MX,"",GDL,MX,AM,0,67,394,109,647,43204,,17022376
2015,CUL,MX,"",GDL,MX,Y4,0,174,394,85,223,38700,,15247800
2015,CUL,MX,"",HMO,MX,AM,0,50,371,80,717,35850,,13300350
2015,CUL,MX,"",LAP,MX,VB,0,157,187,55,142,22234,,4157758
2015,CUL,MX,"",LAP,MX,Y4,0,174,187,53,109,18918,,3537666
2015,CUL,MX,"",MEX,MX,4O,0,150,650,110,593,88950,,57817500
2015,CUL,MX,"",MEX,MX,AM,0,103,650,122,1119,114730,,74574500
2015,CUL,MX,"",MEX,MX,Y4,0,173,650,115,563,97278,,63230700
2015,CUL,MX,"",MTY,MX,AM,0,50,465,91,590,29500,,13717500
2015,CUL,MX,"",MTY,MX,VB,0,159,465,79,354,56206,,26135790
2015,CUL,MX,"",MTY,MX,Y4,0,144,465,83,183,26312,,12235080
2015,CUL,MX,HMO,MXL,MX,AM,1,50,718,201,699,34950,,25094100
2015,CUL,MX,"",SJD,MX,VB,0,160,179,50,197,31464,,5632056
2015,CUL,MX,"",SJD,MX,Y4,0,174,179,60,76,13200,,2362800
2015,CUL,MX,"",TIJ,MX,4O,0,150,786,135,270,40500,,31833000
2015,CUL,MX,"",TIJ,MX,AM,0,155,786,142,67,10396,,8171256
2015,CUL,MX,"",TIJ,MX,Y4,0,163,786,132,1538,250402,,196815972
2015,CUN,MX,"",AGU,MX,Y4,0,145,994,172,124,17962,,17854228
2015,CUN,MX,"",BJX,MX,Y4,0,146,940,165,187,27318,,25678920
2015,CUN,MX,"",CJS,MX,Y4,0,169,1410,218,25,4236,,5972760
2015,CUN,MX,"",CUU,MX,Y4,0,169,1305,203,36,6096,,7955280
2015,CUN,MX,"",CZM,MX,7M,0,17,35,20,1619,28264,,989240
2015,CUN,MX,"",GDL,MX,4O,0,150,1061,161,302,45300,,48063300
2015,CUN,MX,"",GDL,MX,VB,0,178,1061,171,167,29648,,31456528
2015,CUN,MX,"",GDL,MX,Y4,0,173,1061,185,1027,177960,,188815560
2015,CUN,MX,"",MEX,MX,4O,0,146,798,141,2787,407234,,324972732
2015,CUN,MX,"",MEX,MX,AM,0,150,798,158,5117,767434,,612412332
2015,CUN,MX,"",MEX,MX,VB,0,177,798,149,1533,271350,,216537300
2015,CUN,MX,"",MEX,MX,Y4,0,176,798,158,3386,596354,,475890492
2015,CUN,MX,"",MID,MX,7M,0,17,179,61,365,6319,,1131101
2015,CUN,MX,"",MTY,MX,4O,0,147,899,148,695,102170,,91850830
2015,CUN,MX,"",MTY,MX,AM,0,77,899,155,341,26353,,23691347
2015,CUN,MX,MEX,MTY,MX,AM,1,157,899,327,355,55673,,50050027
2015,CUN,MX,"",MTY,MX,VB,0,166,899,155,906,150294,,135114306
2015,CUN,MX,"",MTY,MX,Y4,0,150,899,156,690,103380,,92938620
2015,CUN,MX,"",PBC,MX,Y4,0,145,756,143,345,49870,,37701720
2015,CUN,MX,"",QRO,MX,Y4,0,147,859,159,174,25562,,21957758
2015,CUN,MX,"",REX,MX,VB,0,179,795,137,166,29790,,23683050
2015,CUN,MX,"",SLP,MX,Y4,0,147,905,155,119,17518,,15853790
2015,CUN,MX,"",TAM,MX,VB,0,179,710,126,150,26844,,19059240
2015,CUN,MX,"",TGZ,MX,VB,0,179,507,101,180,32246,,16348722
2015,CUN,MX,"",TGZ,MX,Y4,0,174,507,102,55,9546,,4839822
2015,CUN,MX,"",TIJ,MX,Y4,0,146,2009,307,68,9952,,19993568
2015,CUN,MX,"",TLC,MX,4O,0,109,830,138,746,81532,,67671560
2015,CUN,MX,"",TLC,MX,Y4,0,155,830,155,182,28150,,23364500
2015,CUN,MX,"",VER,MX,VB,0,179,618,112,508,90752,,56084736
2015,CUN,MX,"",VER,MX,Y4,0,147,618,120,114,16732,,10340376
2015,CUN,MX,MID,VSA,MX,7M,1,17,440,171,365,6319,,2780360
2015,CUN,MX,"",VSA,MX,VB,0,179,440,90,185,33178,,14598320
2015,CUN,MX,"",VSA,MX,Y4,0,174,440,96,55,9546,,4200240
2015,CUU,MX,"",CJS,MX,AM,0,50,204,58,365,18250,,3723000
2015,CUU,MX,"",CUN,MX,Y4,0,169,1305,190,36,6096,,7955280
2015,CUU,MX,"",GDL,MX,AM,0,50,589,111,365,18250,,10749250
2015,CUU,MX,TRC,GDL,MX,AM,1,50,589,169,311,15550,,9158950
2015,CUU,MX,"",GDL,MX,Y4,0,174,589,105,138,23988,,14128932
2015,CUU,MX,"",HMO,MX,AM,0,50,308,72,365,18250,,5621000
2015,CUU,MX,"",MEX,MX,4O,0,150,772,121,656,98400,,75964800
2015,CUU,MX,"",MEX,MX,AM,0,105,772,135,1684,177550,,137068600
2015,CUU,MX,"",MEX,MX,Y4,0,148,772,129,665,98300,,75887600
2015,CUU,MX,"",MTY,MX,AM,0,50,412,84,1070,53500,,22042000
2015,CUU,MX,"",MTY,MX,VB,0,161,412,80,311,49932,,20571984
2015,CUU,MX,"",MTY,MX,Y4,0,144,412,77,123,17672,,7280864
2015,CUU,MX,CJS,TIJ,MX,AM,1,50,705,203,365,18250,,12866250
2015,CUU,MX,"",TIJ,MX,Y4,0,172,705,127,80,13722,,9674010
2015,CUU,MX,"",TRC,MX,AM,0,50,267,63,356,17800,,4752600
2015,CVM,MX,"",MEX,MX,VW,0,48,294,89,1417,68016,,19996704
2015,CZM,MX,"",CUN,MX,7M,0,17,35,20,1667,28560,,999600
2015,CZM,MX,"",MEX,MX,4O,0,150,790,136,271,40650,,32113500
2015,CZM,MX,"",MEX,MX,AM,0,60,790,153,106,6320,,4992800
2015,CZM,MX,CUN,MID,MX,7M,1,17,177,101,365,6319,,1118463
2015,DGO,MX,"",GDL,MX,LCT,0,50,260,67,212,10600,,2756000
2015,DGO,MX,"",MEX,MX,AM,0,99,476,100,1161,114792,,54640992
2015,DGO,MX,"",MEX,MX,VW,0,48,476,128,466,22368,,10647168
2015,DGO,MX,"",MEX,MX,Y4,0,174,476,80,16,2784,,1325184
2015,DGO,MX,"",MTY,MX,LCT,0,50,299,70,277,13850,,4141150
2015,DGO,MX,"",PVR,MX,LCT,0,50,242,60,49,2450,,592900
2015,DGO,MX,MTY,QRO,MX,LCT,1,50,367,185,118,5900,,2165300
2015,DGO,MX,"",TIJ,MX,AM,0,99,953,153,94,9304,,8866712
2015,DGO,MX,"",TIJ,MX,Y4,0,144,953,151,98,14132,,13467796
2015,GDL,MX,ZIH,ACA,MX,LCT,1,50,348,133,97,4850,,1687800
2015,GDL,MX,"",CEN,MX,AM,0,50,627,115,262,13100,,8213700
2015,GDL,MX,"",CEN,MX,Y4,0,174,627,111,102,17700,,11097900
2015,GDL,MX,CUU,CJS,MX,AM,1,50,791,202,365,18250,,14435750
2015,GDL,MX,"",CJS,MX,VB,0,151,791,130,369,55732,,44084012
2015,GDL,MX,"",CJS,MX,Y4,0,159,791,132,169,26936,,21306376
2015,GDL,MX,VER,CME,MX,VW,1,48,759,369,191,9168,,6958512
2015,GDL,MX,"",CUL,MX,AM,0,67,394,110,647,43204,,17022376
2015,GDL,MX,"",CUL,MX,Y4,0,174,394,87,223,38700,,15247800
2015,GDL,MX,"",CUN,MX,4O,0,150,1061,162,283,42450,,45039450
2015,GDL,MX,"",CUN,MX,VB,0,178,1061,154,167,29648,,31456528
2015,GDL,MX,"",CUN,MX,Y4,0,173,1061,159,1027,177990,,188847390
2015,GDL,MX,"",CUU,MX,AM,0,50,589,118,365,18250,,10749250
2015,GDL,MX,TRC,CUU,MX,AM,1,50,589,170,311,15550,,9158950
2015,GDL,MX,"",CUU,MX,Y4,0,174,589,110,138,23988,,14128932
2015,GDL,MX,"",DGO,MX,LCT,0,50,260,65,234,11700,,3042000
